Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement?technique,Description,Condition,DOID
55,28239378,Enterococcus durans,53345,species,"EP1, EP2, EP3",IL6,3569,activation,low-throughput,causally,human,"Peripheral blood mononuclear cells,Caco-2 Cells","in vitro bacterial culture,cell culture",RT-PCR,"On PBMC, quantification of secreted cytokines in supernatant showed a similar pattern for the three strains under study.All of them increased IL-1¦Â, IL-6, IL-12p70, IFN-¦Ã, and TNF-¦Á as well as IL-10.",healthy,
55,28239378,Enterococcus durans,53345,species,EP1,Il6,16193,inhibition,low-throughput,causally,mouse,ileum,in vivo bacterial administration,RT-PCR,"The analysis  of cytokines¡¯ and chemokines¡¯ expression showed a decrease  in mRNA amounts of the proinflammatory molecules il6, il1b, il12p70, and tnf-a after 7?days, but no differences in expression after 21 days of administration.",healthy,
55,28239378,Enterococcus durans,53345,species,"EP1, EP2, EP3",TNF,7124,activation,low-throughput,causally,human,"Peripheral blood mononuclear cells,Caco-2 Cells","in vitro bacterial culture,cell culture",RT-PCR,"On PBMC, quantification of secreted cytokines in supernatant showed a similar pattern for the three strains under study.All of them increased IL-1¦Â, IL-6, IL-12p70, IFN-¦Ã, and TNF-¦Á as well as IL-10.",healthy,
55,28239378,Enterococcus durans,53345,species,EP1,Tnf,21926,inhibition,low-throughput,causally,mouse,ileum,in vivo bacterial administration,RT-PCR,"The analysis  of cytokines¡¯ and chemokines¡¯ expression showed a decrease  in mRNA amounts of the proinflammatory molecules il6, il1b, il12p70, and tnf-a after 7?days, but no differences in expression after 21 days of administration.",healthy,
55,28239378,Enterococcus durans,53345,species,EP1,Il17a,16171,inhibition,low-throughput,causally,mouse,mesenteric lymph nodes,in vivo bacterial administration,RT-PCR,"Treatment with EP1 during 21?days decreased the expression of the proinflammatory molecules il1b, il6, ifng, and cxcl-1 only in PP while il 17 was reduced in both MLN and PP.",healthy,
56,27505423,Lactiplantibacillus plantarum,1590,species,299v,LEP,3952,inhibition,low-throughput,causally,human,"plasma,fecal",in vivo experiment,RT-PCR,"Plasma from rats treated for seven days with the non-absorbed antibiotic vancomycin or a mixture of streptomycin, neomycin, polymyxin B and bacitracin was analyzed using mass spectrometry-based metabolite profiling platforms. Antibiotic-induced changes in the abundance of individual groups of intestinal microbiota dramatically altered the host's metabolism. Hierarchical clustering of dissimilarities separated the levels of 284 identified metabolites from treated vs. untreated rats; 193 were altered by the antibiotic treatments with a tendency towards decreased metabolite levels. Catabolism of the aromatic amino acids phenylalanine, tryptophan and tyrosine was the most affected pathway comprising 33 affected metabolites. Vancomycin-treated rats were administered amino acid metabolites prior to ischemia/reperfusion studies. Oral or intravenous pretreatment of rats with these amino acid metabolites abolished the decrease in infarct size conferred by vancomycin. Cardioprotection by vancomycin is mediated by activation of pro-survival kinases Akt, p42/44 MAPK and p38 MAPK, as well as activation of KATP channels, classical mediators and effectors of pharmacologic cardioprotection. These proteins are components of known intersecting and interdependent signaling pathways in the myocardium that determine severity of myocardial infarction.",healthy,
57,18077037,Limosilactobacillus fermentum,1613,species,ACA-DC 179,IL10,3586,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Lactiplantibacillus plantarum,1590,species,ACA-DC 287,IL10,3586,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Lactiplantibacillus plantarum,1590,species,ACA-DC 287,IFNG,3458,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Streptococcus macedonicus,59310,species,ACA-DC 198,IFNG,3458,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Limosilactobacillus fermentum,1613,species,ACA-DC 179,TNF,7124,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Lactiplantibacillus plantarum,1590,species,ACA-DC 287,TNF,7124,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Lactiplantibacillus plantarum,1590,species,ACA-DC 287,IL12B,3593,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Streptococcus macedonicus,59310,species,ACA-DC 198,TNF,7124,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
57,18077037,Streptococcus macedonicus,59310,species,ACA-DC 198,IL12B,3593,activation,low-throughput,causally,human,human peripheral blood mononuclear cells,cell culture¡¢in vitro bacterial culture¡¢in vivo infection experiment¡¢control experiment,,"S. macedonicus ACA-DC 198 was the strongest inducer of the three pro inflammatory cytokines IL-12 (337 pg mL? 1), TNF-¦Á (36721 pg mL?1) and IFN-¦Ã (37684 pgmL?1). L. plantarum ACA-DC 287 induced lower, but still considerable, amounts of IL-12, TNF-¦Á and IFN-¦Ã (153, 19307 and 28694 pg mL?1, respectively), with higher levels of the anti-inflammatory cytokine IL-10 (1498 pg mL?1) compared to S. macedonicus ACA-DC 198 (777 pg mL?1). The highest secretion of IL-10 (2815 pg mL?1) was displayed when PBMCs were incubated with L. fermentum ACA-DC 179, which also induced notable levels of TNF-¦Á (3579 pg mL?1), but low levels of IFN-¦Ã (115 pg mL?1) and no secretion for IL-12.",healthy,
58,33987106,Allobaculum,174708,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,ELISA,,healthy,
58,33987106,Ruminococcus,1263,genus,,Htr1a,15550,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,ELISA,,healthy,
58,33987106,Sutterella,40544,genus,,Htr1a,15550,activation,low-throughput,correlatively,mouse,fecal,control experiment,ELISA,,healthy,
58,33987106,Oscillospira,119852,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,ELISA,,healthy,
58,33987106,Turicibacter,191303,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,ELISA,,healthy,
59,36150609,Anaeroplasma,2086,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,healthy,
59,36150609,Anaerotruncus,244127,genus,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Akkermansia,239934,genus,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcus,2740,genus,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcus,2740,genus,,Defa29,13218,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Anaeroplasma,2086,genus,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Anaeroplasma,2086,genus,,Defa29,13218,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcaceae,186807,family,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcaceae,186807,family,,Defa29,13218,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Anaerofustis,264995,genus,,Reg3g,19695,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Anaerofustis,264995,genus,,Reg3b,18489,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Coprococcus,33042,genus,,Defa29,13218,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Turicibacter,191303,genus,,Defa29,13218,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Turicibacter,191303,genus,,Reg3g,19695,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Turicibacter,191303,genus,,Reg3b,18489,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Coprococcus,33042,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Gordonibacter,644652,genus,,Reg3b,18489,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Eggerthella,84111,genus,,Reg3b,18489,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Eggerthella,84111,genus,,Defa29,13218,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Eggerthella,84111,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Gordonibacter,644652,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Holdemania,61170,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcaceae,186807,family,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Peptococcus,2740,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Ruminococcus,1263,genus,,Tnf,21926,inhibition,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
59,36150609,Turicibacter,191303,genus,,Tnf,21926,activation,low-throughput,correlatively,mouse,fecal,control experiment,RT-PCR,,,
60,37960354,Escherichia coli,562,species,Nissle 1917,Il12b,16160,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
60,37960354,Escherichia coli,562,species,R12,Il12b,16160,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Ighg2b,16016,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Ighg2c,404711,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Ighg1,16017,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Ighv1-9,668478,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,R12,Ighg2b,16016,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,R12,Ighg2c,404711,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,R12,Ighg1,16017,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,R12,Ighv1-9,668478,activation,low-throughput,causally,mouse,plasma,in vitro bacterial culture,RT-qPCR,"Concentrations of Ig types and IgG subtypes were measured in plasma samples of suckling rats on days 8 and 16 . On day 8, no significant differences were observed in total IgGs or IgM or IgA levels between the intervention groups (EcN-EVs and EVsEcoR12) and the control group . The interventions did not significantly modify IgG subtypes, nor the Th1/Th2 Ig ratio (IgG2b + IgG2c/IgG1 + IgG2a). In contrast, highly significant differences were observed on day 16 in animals given EcN or EcoR12 EVs. Animals in the EcN EVs and EcoR12 EVs groups showed more elevated plasma IgG, IgM, and IgA concentrations compared to the control group.The increase in total IgG plasma levels on day 16 was due to an increase in all the IgG subtypes, without significant differences between the two interventions. Notably, both EcN and EcoR12 EVs raised plasma IgG2b levels by 7-fold, IgG2c by 5-fold, IgG1 by 4-fold, and IgG2a levels by 2-fold. Accordingly, both interventions promoted on day 16 a shift to the Th1 response as shown by the Th1/Th2 IgG ratio.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Il12a,16159,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
60,37960354,Escherichia coli,562,species,R12,Il12a,16159,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
60,37960354,Escherichia coli,562,species,R12,Ptgs2,19225,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
60,37960354,Escherichia coli,562,species,Nissle 1917,Ptgs2,19225,inhibition,low-throughput,causally,mouse,small intestine,in vitro bacterial culture,RT-qPCR,"In line with the anti-inflammatory effects of the probiotic EcN, the administration of EcN EVs significantly reduced IL12 expression at both times. Moreover, both interventions (EcN EVs and EcoR12 EVs) also significantly downregulated the proinflammatory enzyme COX-2 on day 16. Finally, considering the vesicle effects on genes involved in intestinal barrier integrity, both interventions increased occludin expression on day 8, with statistically significant differences observed for EcoR12 EVs. On day 16, OCLN mRNA levels were comparable to those of the control group. At both intervention times, no significant differences in ZO-1 or MUC2 mRNA levels were observed between control and EV-treated groups.",,
